id,createdAt,updatedAt,taxon,referencia,categoria_agrobiodiversidad,subcategoria_agrobiodiversidad,justificacion_subcategoria,comentarios_revision
18121ANGIO,2022-03-03 21:18:04.231+00,2022-03-03 21:18:04.231+00,Echinopepon racemosus,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Semi-domesticada,,
18135ANGIO,2022-03-03 21:18:04.233+00,2022-03-03 21:18:04.233+00,Melothria pendula,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
18136ANGIO,2022-03-03 21:18:04.235+00,2022-03-03 21:18:04.235+00,Melothria pringlei,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
18137ANGIO,2022-03-03 21:18:04.237+00,2022-03-03 21:18:04.237+00,Melothria trilobata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
18145ANGIO,2022-03-03 21:18:04.239+00,2022-03-03 21:18:04.239+00,Rytidostylis gracilis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
174_pendiente,2022-03-03 21:18:10.382+00,2022-03-03 21:18:10.382+00,Citrus aurantifolia,Proyecto GEF,Agrobiodiversidad,Domesticada,,
18153ANGIO,2022-03-03 21:18:04.241+00,2022-03-03 21:18:04.241+00,Rytidostylis longisepala,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
18159ANGIO,2022-03-03 21:18:04.243+00,2022-03-03 21:18:04.243+00,Sechium chinantlense,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
18160ANGIO,2022-03-03 21:18:04.245+00,2022-03-03 21:18:04.245+00,Sechium compositum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
18161ANGIO,2022-03-03 21:18:04.247+00,2022-03-03 21:18:04.247+00,Sechium edule,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
18162ANGIO,2022-03-03 21:18:04.248+00,2022-03-03 21:18:04.248+00,Sechium hintonii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
18163ANGIO,2022-03-03 21:18:04.25+00,2022-03-03 21:18:04.25+00,Sechium mexicanum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
18214ANGIO,2022-03-03 21:18:04.254+00,2022-03-03 21:18:04.254+00,Cucurbita pepo,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Silvestre-Domesticada,,
18215ANGIO,2022-03-03 21:18:04.256+00,2022-03-03 21:18:04.256+00,Cucurbita ficifolia,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Domesticada,,
18219ANGIO,2022-03-03 21:18:04.258+00,2022-03-03 21:18:04.258+00,Cucurbita moschata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Domesticada,,
18262ANGIO,2022-03-03 21:18:04.26+00,2022-03-03 21:18:04.26+00,Lagenaria siceraria,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Domesticada,,
18280ANGIO,2022-03-03 21:18:04.263+00,2022-03-03 21:18:04.263+00,Polyclathra cucumerina,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
18358ANGIO,2022-03-03 21:18:04.265+00,2022-03-03 21:18:04.265+00,Melothria scabra,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Semi-domesticada,,
18435ANGIO,2022-03-03 21:18:04.266+00,2022-03-03 21:18:04.266+00,Cucurbita maxima,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Silvestre-Domesticada,,
18447ANGIO,2022-03-03 21:18:04.268+00,2022-03-03 21:18:04.268+00,Phytolacca americana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
18448ANGIO,2022-03-03 21:18:04.27+00,2022-03-03 21:18:04.27+00,Phytolacca dioica,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
18449ANGIO,2022-03-03 21:18:04.272+00,2022-03-03 21:18:04.272+00,Phytolacca icosandra,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
18450ANGIO,2022-03-03 21:18:04.274+00,2022-03-03 21:18:04.274+00,Phytolacca rivinoides,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
18451ANGIO,2022-03-03 21:18:04.276+00,2022-03-03 21:18:04.276+00,Phytolacca rugosa,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19159ANGIO,2022-03-03 21:18:04.278+00,2022-03-03 21:18:04.278+00,Protium copal,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19317GIMNO,2022-03-03 21:18:04.28+00,2022-03-03 21:18:04.28+00,Pinus arizonica,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19318GIMNO,2022-03-03 21:18:04.282+00,2022-03-03 21:18:04.282+00,Pinus (Pinus) attenuata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19319GIMNO,2022-03-03 21:18:04.283+00,2022-03-03 21:18:04.283+00,Pinus (Strobus) ayacahuite,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19321GIMNO,2022-03-03 21:18:04.286+00,2022-03-03 21:18:04.286+00,Pinus (Pinus) caribaea,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19323GIMNO,2022-03-03 21:18:04.288+00,2022-03-03 21:18:04.288+00,Pinus (Strobus) cembroides,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
175_pendiente,2022-03-03 21:18:10.384+00,2022-03-03 21:18:10.384+00,Citrus latifolia,Proyecto GEF,Agrobiodiversidad,Domesticada,,
prueba,2022-03-07 19:19:22.37+00,2022-03-07 19:19:22.37+00,hola,,,,,
19325GIMNO,2022-03-03 21:18:04.292+00,2022-03-03 21:18:04.292+00,Pinus (Pinus) contorta,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19327GIMNO,2022-03-03 21:18:04.295+00,2022-03-03 21:18:04.295+00,Pinus (Pinus) coulteri,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19328GIMNO,2022-03-03 21:18:04.297+00,2022-03-03 21:18:04.297+00,Pinus (Strobus) culminicola,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19329GIMNO,2022-03-03 21:18:04.299+00,2022-03-03 21:18:04.299+00,Pinus (Pinus) devoniana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19331GIMNO,2022-03-03 21:18:04.303+00,2022-03-03 21:18:04.303+00,Pinus (Pinus) douglasiana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19332GIMNO,2022-03-03 21:18:04.306+00,2022-03-03 21:18:04.306+00,Pinus (Pinus) durangensis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19333GIMNO,2022-03-03 21:18:04.308+00,2022-03-03 21:18:04.308+00,Pinus (Pinus) engelmannii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19335GIMNO,2022-03-03 21:18:04.31+00,2022-03-03 21:18:04.31+00,Pinus (Strobus) flexilis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19336GIMNO,2022-03-03 21:18:04.312+00,2022-03-03 21:18:04.312+00,Pinus (Pinus) greggii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19337GIMNO,2022-03-03 21:18:04.314+00,2022-03-03 21:18:04.314+00,Pinus (Pinus) hartwegii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19338GIMNO,2022-03-03 21:18:04.316+00,2022-03-03 21:18:04.316+00,Pinus (Pinus) herrerae,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19340GIMNO,2022-03-03 21:18:04.318+00,2022-03-03 21:18:04.318+00,Pinus (Pinus) jaliscana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19341GIMNO,2022-03-03 21:18:04.32+00,2022-03-03 21:18:04.32+00,Pinus (Pinus) jeffreyi,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19343GIMNO,2022-03-03 21:18:04.322+00,2022-03-03 21:18:04.322+00,Pinus (Strobus) lambertiana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19345GIMNO,2022-03-03 21:18:04.323+00,2022-03-03 21:18:04.323+00,Pinus (Pinus) lawsonii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19346GIMNO,2022-03-03 21:18:04.325+00,2022-03-03 21:18:04.325+00,Pinus (Pinus) lumholtzii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19348GIMNO,2022-03-03 21:18:04.327+00,2022-03-03 21:18:04.327+00,Pinus luzmariae,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19349GIMNO,2022-03-03 21:18:04.33+00,2022-03-03 21:18:04.33+00,Pinus (Strobus) maximartinezii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19350GIMNO,2022-03-03 21:18:04.332+00,2022-03-03 21:18:04.332+00,Pinus (Pinus) maximinoi,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19352GIMNO,2022-03-03 21:18:04.334+00,2022-03-03 21:18:04.334+00,Pinus (Strobus) monophylla,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19353GIMNO,2022-03-03 21:18:04.336+00,2022-03-03 21:18:04.336+00,Pinus (Pinus) montezumae,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19354GIMNO,2022-03-03 21:18:04.338+00,2022-03-03 21:18:04.338+00,Pinus (Strobus) nelsonii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19358GIMNO,2022-03-03 21:18:04.34+00,2022-03-03 21:18:04.34+00,Pinus (Pinus) oocarpa,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19361GIMNO,2022-03-03 21:18:04.341+00,2022-03-03 21:18:04.341+00,Pinus (Strobus) pinceana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
176_pendiente,2022-03-03 21:18:10.386+00,2022-03-03 21:18:10.386+00,Citrus limetta,Proyecto GEF,Agrobiodiversidad,Domesticada,,
19362GIMNO,2022-03-03 21:18:04.344+00,2022-03-03 21:18:04.344+00,Pinus (Pinus) ponderosa,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19363GIMNO,2022-03-03 21:18:04.346+00,2022-03-03 21:18:04.346+00,Pinus (Pinus) praetermissa,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19364GIMNO,2022-03-03 21:18:04.348+00,2022-03-03 21:18:04.348+00,Pinus (Pinus) pringlei,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19365GIMNO,2022-03-03 21:18:04.351+00,2022-03-03 21:18:04.351+00,Pinus (Strobus) quadrifolia,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19368GIMNO,2022-03-03 21:18:04.353+00,2022-03-03 21:18:04.353+00,Pinus (Strobus) remota,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19371GIMNO,2022-03-03 21:18:04.355+00,2022-03-03 21:18:04.355+00,Pinus (Strobus) rzedowskii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19372GIMNO,2022-03-03 21:18:04.358+00,2022-03-03 21:18:04.358+00,Pinus strobiformis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19373GIMNO,2022-03-03 21:18:04.36+00,2022-03-03 21:18:04.36+00,Pinus (Strobus) strobus,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19374GIMNO,2022-03-03 21:18:04.363+00,2022-03-03 21:18:04.363+00,Pinus (Pinus) tecunumanii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19376GIMNO,2022-03-03 21:18:04.365+00,2022-03-03 21:18:04.365+00,Pinus (Pinus) teocote,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19384GIMNO,2022-03-03 21:18:04.367+00,2022-03-03 21:18:04.367+00,Taxodium distichum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19405GIMNO,2022-03-03 21:18:04.369+00,2022-03-03 21:18:04.369+00,Taxodium mucronatum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19408GIMNO,2022-03-03 21:18:04.371+00,2022-03-03 21:18:04.371+00,Pinus (Pinus) leiophylla,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19409GIMNO,2022-03-03 21:18:04.373+00,2022-03-03 21:18:04.373+00,Pinus (Pinus) radiata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19533GIMNO,2022-03-03 21:18:04.375+00,2022-03-03 21:18:04.375+00,Pinus (Pinus) muricata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19534GIMNO,2022-03-03 21:18:04.403+00,2022-03-03 21:18:04.403+00,Pinus (Pinus) patula,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19535GIMNO,2022-03-03 21:18:04.406+00,2022-03-03 21:18:04.406+00,Pinus (Pinus) pseudostrobus,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
19861ANGIO,2022-03-03 21:18:04.409+00,2022-03-03 21:18:04.409+00,Ananas comosus,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Domesticada,,
