id,createdAt,updatedAt,taxon,referencia,categoria_agrobiodiversidad,subcategoria_agrobiodiversidad,justificacion_subcategoria,comentarios_revision
63999ANGIO,2022-03-03 21:18:09.252+00,2022-03-03 21:18:09.252+00,Manihot rhomboidea subsp. microcarpa,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64000ANGIO,2022-03-03 21:18:09.255+00,2022-03-03 21:18:09.255+00,Manihot rubricaulis subsp. isoloba,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64001ANGIO,2022-03-03 21:18:09.257+00,2022-03-03 21:18:09.257+00,Manihot rubricaulis subsp. rubricaulis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64003ANGIO,2022-03-03 21:18:09.259+00,2022-03-03 21:18:09.259+00,Euphorbia tithymaloides subsp. tithymaloides,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64004ANGIO,2022-03-03 21:18:09.261+00,2022-03-03 21:18:09.261+00,Euphorbia tithymaloides subsp. parasitica,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64006ANGIO,2022-03-03 21:18:09.263+00,2022-03-03 21:18:09.263+00,Euphorbia dioscoreoides subsp. dioscoreoides,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64007ANGIO,2022-03-03 21:18:09.265+00,2022-03-03 21:18:09.265+00,Euphorbia dioscoreoides subsp. attenuata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64009ANGIO,2022-03-03 21:18:09.27+00,2022-03-03 21:18:09.27+00,Cnidoscolus aconitifolius subsp. polyanthus,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64010ANGIO,2022-03-03 21:18:09.274+00,2022-03-03 21:18:09.274+00,Cnidoscolus rostratus subsp. glabratus,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64011ANGIO,2022-03-03 21:18:09.277+00,2022-03-03 21:18:09.277+00,Cnidoscolus rostratus subsp. hintonii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64016ANGIO,2022-03-03 21:18:09.28+00,2022-03-03 21:18:09.28+00,Euphorbia leucophylla subsp. leucophylla,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64017ANGIO,2022-03-03 21:18:09.282+00,2022-03-03 21:18:09.282+00,Euphorbia leucophylla subsp. comcaacorum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
223_pendiente,2022-03-03 21:18:10.49+00,2022-03-03 21:18:10.49+00,Lycianthes moziniana,Proyecto GEF,Agrobiodiversidad,Semi-domesticada,,
224_pendiente,2022-03-03 21:18:10.493+00,2022-03-03 21:18:10.493+00,Malus domestica,Proyecto GEF,Agrobiodiversidad,Domesticada,,
64103ANGIO,2022-03-03 21:18:09.284+00,2022-03-03 21:18:09.284+00,Cucurbita argyrosperma subsp. sororia,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64104ANGIO,2022-03-03 21:18:09.286+00,2022-03-03 21:18:09.286+00,Cucurbita okeechobeensis subsp. martinezii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64106ANGIO,2022-03-03 21:18:09.288+00,2022-03-03 21:18:09.288+00,Cucurbita argyrosperma subsp. argyrosperma,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Domesticada,,
64107ANGIO,2022-03-03 21:18:09.29+00,2022-03-03 21:18:09.29+00,Cucurbita pepo subsp. pepo,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Domesticada,,
64109ANGIO,2022-03-03 21:18:09.292+00,2022-03-03 21:18:09.292+00,Cucurbita pepo subsp. fraterna,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64112ANGIO,2022-03-03 21:18:09.295+00,2022-03-03 21:18:09.295+00,Cucurbita pepo subsp. texana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64119GIMNO,2022-03-03 21:18:09.297+00,2022-03-03 21:18:09.297+00,Pinus (Strobus) cembroides subsp. lagunae,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
64120GIMNO,2022-03-03 21:18:09.299+00,2022-03-03 21:18:09.299+00,Pinus (Strobus) cembroides subsp. orizabensis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
64296ANGIO,2022-03-03 21:18:09.301+00,2022-03-03 21:18:09.301+00,Brosimum alicastrum subsp. alicastrum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Semi-domesticada,,
64297ANGIO,2022-03-03 21:18:09.304+00,2022-03-03 21:18:09.304+00,Castilla elastica subsp. elastica,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Semi-domesticada,,
64310ANGIO,2022-03-03 21:18:09.306+00,2022-03-03 21:18:09.306+00,Passiflora pilosa subsp. dimidiata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
64327ANGIO,2022-03-03 21:18:09.31+00,2022-03-03 21:18:09.31+00,Prunus serotina subsp. capuli,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
64328ANGIO,2022-03-03 21:18:09.313+00,2022-03-03 21:18:09.313+00,Prunus serotina subsp. serotina,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
64372ANGIO,2022-03-03 21:18:09.315+00,2022-03-03 21:18:09.315+00,Theobroma cacao subsp. cacao,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
64395ANGIO,2022-03-03 21:18:09.317+00,2022-03-03 21:18:09.317+00,Pouteria durlandii subsp. durlandii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
64403ANGIO,2022-03-03 21:18:09.32+00,2022-03-03 21:18:09.32+00,Pouteria glomerata subsp. glomerata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
64404ANGIO,2022-03-03 21:18:09.323+00,2022-03-03 21:18:09.323+00,Pouteria torta subsp. tuberculata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
64405ANGIO,2022-03-03 21:18:09.325+00,2022-03-03 21:18:09.325+00,Pouteria reticulata subsp. reticulata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
64453ANGIO,2022-03-03 21:18:09.328+00,2022-03-03 21:18:09.328+00,Salvia polystachya subsp. polystachya,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
64622ANGIO,2022-03-03 21:18:09.33+00,2022-03-03 21:18:09.33+00,Zea mays subsp. mays,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Domesticada,,
64629ANGIO,2022-03-03 21:18:09.333+00,2022-03-03 21:18:09.333+00,Zea mays subsp. mexicana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64652ANGIO,2022-03-03 21:18:09.336+00,2022-03-03 21:18:09.336+00,Zea mays subsp. parviglumis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64790ANGIO,2022-03-03 21:18:09.339+00,2022-03-03 21:18:09.339+00,Helianthus niveus subsp. tephrodes,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64805ANGIO,2022-03-03 21:18:09.341+00,2022-03-03 21:18:09.341+00,Phaseolus coccineus subsp. coccineus,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Silvestre-Domesticada,,
64813ANGIO,2022-03-03 21:18:09.344+00,2022-03-03 21:18:09.344+00,Phaseolus coccineus subsp. formosus,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
64901ANGIO,2022-03-03 21:18:09.346+00,2022-03-03 21:18:09.346+00,Agave (Agave) inaequidens subsp. barrancensis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64902ANGIO,2022-03-03 21:18:09.347+00,2022-03-03 21:18:09.347+00,Agave (Agave) cerulata subsp. cerulata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64904ANGIO,2022-03-03 21:18:09.349+00,2022-03-03 21:18:09.349+00,Agave (Agave) salmiana subsp. crassispina,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64906ANGIO,2022-03-03 21:18:09.351+00,2022-03-03 21:18:09.351+00,Agave (Agave) cerulata subsp. dentiens,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64909ANGIO,2022-03-03 21:18:09.352+00,2022-03-03 21:18:09.352+00,Agave (Littaea) striata subsp. falcata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64910ANGIO,2022-03-03 21:18:09.354+00,2022-03-03 21:18:09.354+00,Agave (Littaea) parviflora subsp. flexiflora,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64911ANGIO,2022-03-03 21:18:09.356+00,2022-03-03 21:18:09.356+00,Agave (Agave) sobria subsp. frailensis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64913ANGIO,2022-03-03 21:18:09.358+00,2022-03-03 21:18:09.358+00,Agave (Agave) shawii subsp. goldmaniana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64914ANGIO,2022-03-03 21:18:09.359+00,2022-03-03 21:18:09.359+00,Agave (Littaea) horrida subsp. horrida,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Semi-domesticada,,
64915ANGIO,2022-03-03 21:18:09.361+00,2022-03-03 21:18:09.361+00,Agave (Agave) inaequidens subsp. inaequidens,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Semi-domesticada,,
64917ANGIO,2022-03-03 21:18:09.363+00,2022-03-03 21:18:09.363+00,Agave (Agave) shrevei subsp. magna,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64918ANGIO,2022-03-03 21:18:09.365+00,2022-03-03 21:18:09.365+00,Agave (Agave) shrevei subsp. matapensis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64919ANGIO,2022-03-03 21:18:09.366+00,2022-03-03 21:18:09.366+00,Agave (Agave) cerulata subsp. nelsonii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64921ANGIO,2022-03-03 21:18:09.368+00,2022-03-03 21:18:09.368+00,Agave (Littaea) horrida subsp. perotensis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64923ANGIO,2022-03-03 21:18:09.37+00,2022-03-03 21:18:09.37+00,Agave (Agave) deserti subsp. pringlei,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64924ANGIO,2022-03-03 21:18:09.372+00,2022-03-03 21:18:09.372+00,Agave (Agave) americana subsp. protamericana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Semi-domesticada,,
64925ANGIO,2022-03-03 21:18:09.373+00,2022-03-03 21:18:09.373+00,Agave (Agave) sobria subsp. roseana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64927ANGIO,2022-03-03 21:18:09.375+00,2022-03-03 21:18:09.375+00,Agave (Agave) shawii subsp. shawii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64928ANGIO,2022-03-03 21:18:09.377+00,2022-03-03 21:18:09.377+00,Agave (Agave) shrevei subsp. shrevei,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64929ANGIO,2022-03-03 21:18:09.378+00,2022-03-03 21:18:09.378+00,Agave (Agave) deserti subsp. simplex,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
225_pendiente,2022-03-03 21:18:10.495+00,2022-03-03 21:18:10.495+00,Malus pumila,Proyecto GEF,Agrobiodiversidad,Domesticada,,
64930ANGIO,2022-03-03 21:18:09.38+00,2022-03-03 21:18:09.38+00,Agave (Agave) sobria subsp. sobria,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64931ANGIO,2022-03-03 21:18:09.382+00,2022-03-03 21:18:09.382+00,Agave (Littaea) striata subsp. striata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Semi-domesticada,,
64932ANGIO,2022-03-03 21:18:09.384+00,2022-03-03 21:18:09.384+00,Agave (Agave) cerulata subsp. subcerulata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64933ANGIO,2022-03-03 21:18:09.385+00,2022-03-03 21:18:09.385+00,Yucca whipplei subsp. whipplei,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
64953ANGIO,2022-03-03 21:18:09.387+00,2022-03-03 21:18:09.387+00,Cnidoscolus multilobus subsp. cylindratus,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64963ANGIO,2022-03-03 21:18:09.389+00,2022-03-03 21:18:09.389+00,Ipomoea carnea subsp. fistulosa,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
64975ANGIO,2022-03-03 21:18:09.39+00,2022-03-03 21:18:09.39+00,Portulaca umbraticola subsp. lanceolata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
65012ANGIO,2022-03-03 21:18:09.392+00,2022-03-03 21:18:09.392+00,Passiflora pilosa subsp. pilosa,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
65013ANGIO,2022-03-03 21:18:09.394+00,2022-03-03 21:18:09.394+00,Piper arboreum subsp. arboreum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,,,
65069ANGIO,2022-03-03 21:18:09.396+00,2022-03-03 21:18:09.396+00,Diospyros acapulcensis subsp. veraecrucis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,Pariente Silvestre,,
