id,createdAt,updatedAt,taxon,estatus,id_valido,taxon_valido,referencia,categoria_agrobiodiversidad,es_parientesilvestre,es_domesticado,es_quelite,comentarios_revision,usuario
57327ANGIO,2023-02-20 05:03:14.065+00,2023-02-20 05:03:14.065+00,Salvia pubescens,Aceptado/Válido,57327ANGIO,Salvia pubescens,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57328ANGIO,2023-02-20 05:03:14.145+00,2023-02-20 05:03:14.145+00,Salvia pusilla,Aceptado/Válido,57328ANGIO,Salvia pusilla,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57329ANGIO,2023-02-20 05:03:14.224+00,2023-02-20 05:03:14.224+00,Salvia ramosa,Aceptado/Válido,57329ANGIO,Salvia ramosa,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57331ANGIO,2023-02-20 05:03:14.305+00,2023-02-20 05:03:14.305+00,Salvia reflexa,Aceptado/Válido,57331ANGIO,Salvia reflexa,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57332ANGIO,2023-02-20 05:03:14.381+00,2023-02-20 05:03:14.381+00,Salvia rhyacophila,Aceptado/Válido,57332ANGIO,Salvia rhyacophila,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57333ANGIO,2023-02-20 05:03:14.461+00,2023-02-20 05:03:14.461+00,Salvia sapinea,Sinónimo,28628ANGIO,Salvia carnea,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",,,,,,listado-admin
57334ANGIO,2023-02-20 05:03:14.54+00,2023-02-20 05:03:14.54+00,Salvia semiatrata,Aceptado/Válido,57334ANGIO,Salvia semiatrata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57335ANGIO,2023-02-20 05:03:14.616+00,2023-02-20 05:03:14.616+00,Salvia sessei,Aceptado/Válido,57335ANGIO,Salvia sessei,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57336ANGIO,2023-02-20 05:03:14.696+00,2023-02-20 05:03:14.696+00,Salvia stolonifera,Aceptado/Válido,57336ANGIO,Salvia stolonifera,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57337ANGIO,2023-02-20 05:03:14.776+00,2023-02-20 05:03:14.776+00,Salvia tehuacana,Aceptado/Válido,57337ANGIO,Salvia tehuacana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57339ANGIO,2023-02-20 05:03:14.852+00,2023-02-20 05:03:14.852+00,Salvia tricuspidata,Aceptado/Válido,57339ANGIO,Salvia tricuspidata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57340ANGIO,2023-02-20 05:03:14.936+00,2023-02-20 05:03:14.936+00,Salvia verbenaca,Aceptado/Válido,57340ANGIO,Salvia verbenaca,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57341ANGIO,2023-02-20 05:03:15.009+00,2023-02-20 05:03:15.009+00,Salvia villosa,Aceptado/Válido,57341ANGIO,Salvia villosa,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57342ANGIO,2023-02-20 05:03:15.091+00,2023-02-20 05:03:15.091+00,Samanea saman,Aceptado/Válido,57342ANGIO,Samanea saman,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
57473ANGIO,2023-02-20 05:03:15.175+00,2023-02-20 05:03:15.175+00,Vanilla cribbiana,Aceptado/Válido,57473ANGIO,Vanilla cribbiana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57475ANGIO,2023-02-20 05:03:15.251+00,2023-02-20 05:03:15.251+00,Vanilla insignis,Aceptado/Válido,57475ANGIO,Vanilla insignis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57552ANGIO,2023-02-20 05:03:15.329+00,2023-02-20 05:03:15.329+00,Cyclanthera pedata,Aceptado/Válido,57552ANGIO,Cyclanthera pedata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57636ANGIO,2023-02-20 05:03:15.414+00,2023-02-20 05:03:15.414+00,Eryngium mexiae,Aceptado/Válido,57636ANGIO,Eryngium mexiae,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57637ANGIO,2023-02-20 05:03:15.489+00,2023-02-20 05:03:15.489+00,Eryngium palmeri,Aceptado/Válido,57637ANGIO,Eryngium palmeri,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57638ANGIO,2023-02-20 05:03:15.565+00,2023-02-20 05:03:15.565+00,Eryngium pectinatum,Aceptado/Válido,57638ANGIO,Eryngium pectinatum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57704ANGIO,2023-02-20 05:03:15.64+00,2023-02-20 05:03:15.64+00,Hyptis rhytidea,Aceptado/Válido,57704ANGIO,Hyptis rhytidea,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57709ANGIO,2023-02-20 05:03:15.714+00,2023-02-20 05:03:15.714+00,Salvia fulgens,Aceptado/Válido,57709ANGIO,Salvia fulgens,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57711ANGIO,2023-02-20 05:03:15.799+00,2023-02-20 05:03:15.799+00,Salvia gravida,Aceptado/Válido,57711ANGIO,Salvia gravida,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57712ANGIO,2023-02-20 05:03:15.879+00,2023-02-20 05:03:15.879+00,Salvia guadalajarensis,Aceptado/Válido,57712ANGIO,Salvia guadalajarensis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57713ANGIO,2023-02-20 05:03:15.962+00,2023-02-20 05:03:15.962+00,Salvia puberula,Aceptado/Válido,57713ANGIO,Salvia puberula,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57714ANGIO,2023-02-20 05:03:16.045+00,2023-02-20 05:03:16.045+00,Salvia quercetorum,Aceptado/Válido,57714ANGIO,Salvia quercetorum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57715ANGIO,2023-02-20 05:03:16.117+00,2023-02-20 05:03:16.117+00,Salvia ramamoorthyana,Aceptado/Válido,57715ANGIO,Salvia ramamoorthyana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57716ANGIO,2023-02-20 05:03:16.203+00,2023-02-20 05:03:16.203+00,Salvia simulans,Aceptado/Válido,57716ANGIO,Salvia simulans,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57717ANGIO,2023-02-20 05:03:16.279+00,2023-02-20 05:03:16.279+00,Salvia townsendii,Sinónimo,33789ANGIO,Salvia iodantha,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",,,,,,listado-admin
57733ORTHO,2023-02-20 05:03:16.357+00,2023-02-20 05:03:16.357+00,Boopedon flaviventris,Aceptado/Válido,57733ORTHO,Boopedon flaviventris,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
57788ORTHO,2023-02-20 05:03:16.435+00,2023-02-20 05:03:16.435+00,Silvitettix salinus,Aceptado/Válido,57788ORTHO,Silvitettix salinus,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
57811ORTHO,2023-02-20 05:03:16.51+00,2023-02-20 05:03:16.51+00,Aidemona azteca,Aceptado/Válido,57811ORTHO,Aidemona azteca,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
57846ANGIO,2023-02-20 05:03:16.588+00,2023-02-20 05:03:16.588+00,Passiflora mcvaughiana,Aceptado/Válido,57846ANGIO,Passiflora mcvaughiana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57847ANGIO,2023-02-20 05:03:16.666+00,2023-02-20 05:03:16.666+00,Passiflora mollissima,Aceptado/Válido,57847ANGIO,Passiflora mollissima,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57848ANGIO,2023-02-20 05:03:16.746+00,2023-02-20 05:03:16.746+00,Passiflora quetzal,Aceptado/Válido,57848ANGIO,Passiflora quetzal,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57849ANGIO,2023-02-20 05:03:16.821+00,2023-02-20 05:03:16.821+00,Passiflora uncinata,Aceptado/Válido,57849ANGIO,Passiflora uncinata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57851ORTHO,2023-02-20 05:03:16.899+00,2023-02-20 05:03:16.899+00,Melanoplus femurrubrum,Aceptado/Válido,57851ORTHO,Melanoplus femurrubrum,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
57853ANGIO,2023-02-20 05:03:16.976+00,2023-02-20 05:03:16.976+00,Peperomia lenticularis,Aceptado/Válido,57853ANGIO,Peperomia lenticularis,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
57860ANGIO,2023-02-20 05:03:17.055+00,2023-02-20 05:03:17.055+00,Piper fraguanum,Aceptado/Válido,57860ANGIO,Piper fraguanum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57861ANGIO,2023-02-20 05:03:17.13+00,2023-02-20 05:03:17.13+00,Piper instabilipes,Aceptado/Válido,57861ANGIO,Piper instabilipes,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57861ORTHO,2023-02-20 05:03:17.205+00,2023-02-20 05:03:17.205+00,Melanoplus mexicanus,Aceptado/Válido,57861ORTHO,Melanoplus mexicanus,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
57862ANGIO,2023-02-20 05:03:17.295+00,2023-02-20 05:03:17.295+00,Piper leucophyllum,Aceptado/Válido,57862ANGIO,Piper leucophyllum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57863ANGIO,2023-02-20 05:03:17.376+00,2023-02-20 05:03:17.376+00,Piper luxii,Aceptado/Válido,57863ANGIO,Piper luxii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57864ANGIO,2023-02-20 05:03:17.455+00,2023-02-20 05:03:17.455+00,Piper patzulinum,Aceptado/Válido,57864ANGIO,Piper patzulinum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57865ANGIO,2023-02-20 05:03:17.539+00,2023-02-20 05:03:17.539+00,Piper rosei,Aceptado/Válido,57865ANGIO,Piper rosei,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57867ANGIO,2023-02-20 05:03:17.617+00,2023-02-20 05:03:17.617+00,Piper tacticanum,Aceptado/Válido,57867ANGIO,Piper tacticanum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
5834PECES,2023-02-20 05:03:21.468+00,2023-02-20 05:03:21.468+00,Acanthurus chirurgus,Aceptado/Válido,5834PECES,Acanthurus chirurgus,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
57868ANGIO,2023-02-20 05:03:17.693+00,2023-02-20 05:03:17.693+00,Piper tecutlanum,Aceptado/Válido,57868ANGIO,Piper tecutlanum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57869ANGIO,2023-02-20 05:03:17.768+00,2023-02-20 05:03:17.768+00,Piper vergelense,Aceptado/Válido,57869ANGIO,Piper vergelense,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57870ANGIO,2023-02-20 05:03:17.849+00,2023-02-20 05:03:17.849+00,Piper villiramulum,Aceptado/Válido,57870ANGIO,Piper villiramulum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57875ANGIO,2023-02-20 05:03:17.935+00,2023-02-20 05:03:17.935+00,Rumex conglomeratus,Aceptado/Válido,57875ANGIO,Rumex conglomeratus,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57885ANGIO,2023-02-20 05:03:18.014+00,2023-02-20 05:03:18.014+00,Crataegus rosei,Aceptado/Válido,57885ANGIO,Crataegus rosei,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57888ANGIO,2023-02-20 05:03:18.087+00,2023-02-20 05:03:18.087+00,Prunus barbata,Aceptado/Válido,57888ANGIO,Prunus barbata,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57889ANGIO,2023-02-20 05:03:18.159+00,2023-02-20 05:03:18.159+00,Prunus guatemalensis,Aceptado/Válido,57889ANGIO,Prunus guatemalensis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57890ANGIO,2023-02-20 05:03:18.231+00,2023-02-20 05:03:18.231+00,Rosa canina,Aceptado/Válido,57890ANGIO,Rosa canina,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
57892ANGIO,2023-02-20 05:03:18.31+00,2023-02-20 05:03:18.31+00,Rubus caudatisepalus,Aceptado/Válido,57892ANGIO,Rubus caudatisepalus,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57903ANGIO,2023-02-20 05:03:18.389+00,2023-02-20 05:03:18.389+00,Sideroxylon americanum,Aceptado/Válido,57903ANGIO,Sideroxylon americanum,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
57946ORTHO,2023-02-20 05:03:18.465+00,2023-02-20 05:03:18.465+00,Encoptolophus otomitus,Aceptado/Válido,57946ORTHO,Encoptolophus otomitus,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
57955ANGIO,2023-02-20 05:03:18.54+00,2023-02-20 05:03:18.54+00,Casimiroa greggii,Aceptado/Válido,57955ANGIO,Casimiroa greggii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57956ANGIO,2023-02-20 05:03:18.614+00,2023-02-20 05:03:18.614+00,Casimiroa watsonii,Aceptado/Válido,57956ANGIO,Casimiroa watsonii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57994ANGIO,2023-02-20 05:03:18.697+00,2023-02-20 05:03:18.697+00,Pachyrhizus strigosus,Aceptado/Válido,57994ANGIO,Pachyrhizus strigosus,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
57_pendiente,2023-02-20 05:03:18.778+00,2023-02-20 05:03:18.778+00,Dioscorea simulans,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
58020ANGIO,2023-02-20 05:03:18.851+00,2023-02-20 05:03:18.851+00,Physalis peruviana,Aceptado/Válido,58020ANGIO,Physalis peruviana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
58021ANGIO,2023-02-20 05:03:18.935+00,2023-02-20 05:03:18.935+00,Physalis puberula,Aceptado/Válido,58021ANGIO,Physalis puberula,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
58028ANGIO,2023-02-20 05:03:19.013+00,2023-02-20 05:03:19.013+00,Solanum asperum,Aceptado/Válido,58028ANGIO,Solanum asperum,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
58037ORTHO,2023-02-20 05:03:19.097+00,2023-02-20 05:03:19.097+00,Abracris flavolineata,Aceptado/Válido,58037ORTHO,Abracris flavolineata,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
58076ANGIO,2023-02-20 05:03:19.172+00,2023-02-20 05:03:19.172+00,Artocarpus altilis,Aceptado/Válido,58076ANGIO,Artocarpus altilis,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
