id,createdAt,updatedAt,taxon,estatus,id_valido,taxon_valido,referencia,categoria_agrobiodiversidad,es_parientesilvestre,es_domesticado,es_quelite,comentarios_revision,usuario
1005ECHIN,2023-02-20 04:59:38.378+00,2023-02-20 04:59:38.378+00,Ophioderma longicaudum,Aceptado/Válido,1005ECHIN,Ophioderma longicaudum,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10073MOLUS,2023-02-20 04:59:38.464+00,2023-02-20 04:59:38.464+00,Crepidula excavata,Aceptado/Válido,10073MOLUS,Crepidula excavata,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10079PECES,2023-02-20 04:59:38.552+00,2023-02-20 04:59:38.552+00,Carangoides otrynter,Aceptado/Válido,10079PECES,Carangoides otrynter,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
1007ECHIN,2023-02-20 04:59:38.643+00,2023-02-20 04:59:38.643+00,Ophioderma squamosissimum,Aceptado/Válido,1007ECHIN,Ophioderma squamosissimum,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10085PECES,2023-02-20 04:59:38.721+00,2023-02-20 04:59:38.721+00,Carangoides vinctus,Aceptado/Válido,10085PECES,Carangoides vinctus,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
100_pendiente,2023-02-20 04:59:38.802+00,2023-02-20 04:59:38.802+00,Psidium hasslerianum,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10107MOLUS,2023-02-20 04:59:38.882+00,2023-02-20 04:59:38.882+00,Strombus gracilior,Aceptado/Válido,10107MOLUS,Strombus gracilior,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10128MOLUS,2023-02-20 04:59:38.961+00,2023-02-20 04:59:38.961+00,Strombina (Recurvina) fusinoidea,Aceptado/Válido,10128MOLUS,Strombina (Recurvina) fusinoidea,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10134MOLUS,2023-02-20 04:59:39.04+00,2023-02-20 04:59:39.04+00,Fasciolaria tulipa,Aceptado/Válido,10134MOLUS,Fasciolaria tulipa,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
1016ECHIN,2023-02-20 04:59:39.118+00,2023-02-20 04:59:39.118+00,Deimatidae,Aceptado/Válido,1016ECHIN,Deimatidae,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
101_pendiente,2023-02-20 04:59:39.207+00,2023-02-20 04:59:39.207+00,Gossypium thespesioides,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10230MOLUS,2023-02-20 04:59:39.288+00,2023-02-20 04:59:39.288+00,Anadara (Cunearca) perlabiata,Aceptado/Válido,10230MOLUS,Anadara (Cunearca) perlabiata,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10259MOLUS,2023-02-20 04:59:39.378+00,2023-02-20 04:59:39.378+00,Spondylus limbatus,Aceptado/Válido,10259MOLUS,Spondylus limbatus,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10294MOLUS,2023-02-20 04:59:39.471+00,2023-02-20 04:59:39.471+00,Cyclinella subquadrata,Aceptado/Válido,10294MOLUS,Cyclinella subquadrata,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
102_pendiente,2023-02-20 04:59:39.55+00,2023-02-20 04:59:39.55+00,Gossypium irenaeum,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10305ANGIO,2023-02-20 04:59:39.636+00,2023-02-20 04:59:39.636+00,Opuntia arenaria,Aceptado/Válido,10305ANGIO,Opuntia arenaria,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10308ANGIO,2023-02-20 04:59:39.717+00,2023-02-20 04:59:39.717+00,Opuntia basilaris,Aceptado/Válido,10308ANGIO,Opuntia basilaris,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10312MOLUS,2023-02-20 04:59:39.805+00,2023-02-20 04:59:39.805+00,Leucozonia cerata,Aceptado/Válido,10312MOLUS,Leucozonia cerata,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10313MOLUS,2023-02-20 04:59:39.89+00,2023-02-20 04:59:39.89+00,Vasum caestus,Aceptado/Válido,10313MOLUS,Vasum caestus,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10315MOLUS,2023-02-20 04:59:39.974+00,2023-02-20 04:59:39.974+00,Plicopurpura pansa,Aceptado/Válido,10315MOLUS,Plicopurpura pansa,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10316MOLUS,2023-02-20 04:59:40.06+00,2023-02-20 04:59:40.06+00,Fissurella virescens,Aceptado/Válido,10316MOLUS,Fissurella virescens,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10322MOLUS,2023-02-20 04:59:40.143+00,2023-02-20 04:59:40.143+00,Fusinus (Fusinus) dupetitthouarsi,Aceptado/Válido,10322MOLUS,Fusinus (Fusinus) dupetitthouarsi,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10323MOLUS,2023-02-20 04:59:40.229+00,2023-02-20 04:59:40.229+00,Cantharus (Solenosteira) gatesi,Aceptado/Válido,10323MOLUS,Cantharus (Solenosteira) gatesi,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10328ANGIO,2023-02-20 04:59:40.311+00,2023-02-20 04:59:40.311+00,Opuntia chlorotica,Aceptado/Válido,10328ANGIO,Opuntia chlorotica,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10339MOLUS,2023-02-20 04:59:40.389+00,2023-02-20 04:59:40.389+00,Melongena patula,Aceptado/Válido,10339MOLUS,Melongena patula,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10344MOLUS,2023-02-20 04:59:40.463+00,2023-02-20 04:59:40.463+00,Turbinella angulata,Aceptado/Válido,10344MOLUS,Turbinella angulata,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10346ANGIO,2023-02-20 04:59:40.546+00,2023-02-20 04:59:40.546+00,Opuntia elizondoana,Aceptado/Válido,10346ANGIO,Opuntia elizondoana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10349MOLUS,2023-02-20 04:59:40.628+00,2023-02-20 04:59:40.628+00,Haliotis cracherodii,Aceptado/Válido,10349MOLUS,Haliotis cracherodii,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10361ANGIO,2023-02-20 04:59:40.713+00,2023-02-20 04:59:40.713+00,Opuntia guilanchi,Aceptado/Válido,10361ANGIO,Opuntia guilanchi,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10366ANGIO,2023-02-20 04:59:40.797+00,2023-02-20 04:59:40.797+00,Opuntia hitchcockii,Aceptado/Válido,10366ANGIO,Opuntia hitchcockii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10371ANGIO,2023-02-20 04:59:40.877+00,2023-02-20 04:59:40.877+00,Opuntia inaperta,Aceptado/Válido,10371ANGIO,Opuntia inaperta,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10378ANGIO,2023-02-20 04:59:40.957+00,2023-02-20 04:59:40.957+00,Opuntia littoralis,Aceptado/Válido,10378ANGIO,Opuntia littoralis,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
1037ECHIN,2023-02-20 04:59:41.037+00,2023-02-20 04:59:41.037+00,Leptosynapta albicans,Aceptado/Válido,1037ECHIN,Leptosynapta albicans,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10383ANGIO,2023-02-20 04:59:41.113+00,2023-02-20 04:59:41.113+00,Opuntia macrorhiza,Aceptado/Válido,10383ANGIO,Opuntia macrorhiza,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10397ANGIO,2023-02-20 04:59:41.2+00,2023-02-20 04:59:41.2+00,Opuntia neochrysacantha,Aceptado/Válido,10397ANGIO,Opuntia neochrysacantha,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
103_pendiente,2023-02-20 04:59:41.284+00,2023-02-20 04:59:41.284+00,Rumex persicarioides,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10404ANGIO,2023-02-20 04:59:41.362+00,2023-02-20 04:59:41.362+00,Opuntia parviclada,Aceptado/Válido,10404ANGIO,Opuntia parviclada,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10407ANGIO,2023-02-20 04:59:41.436+00,2023-02-20 04:59:41.436+00,Opuntia polyacantha,Aceptado/Válido,10407ANGIO,Opuntia polyacantha,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10417ANGIO,2023-02-20 04:59:41.516+00,2023-02-20 04:59:41.516+00,Opuntia robinsonii,Aceptado/Válido,10417ANGIO,Opuntia robinsonii,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10425ANGIO,2023-02-20 04:59:41.608+00,2023-02-20 04:59:41.608+00,Opuntia spraguei,Aceptado/Válido,10425ANGIO,Opuntia spraguei,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10429ANGIO,2023-02-20 04:59:41.69+00,2023-02-20 04:59:41.69+00,Opuntia tehuacana,Aceptado/Válido,10429ANGIO,Opuntia tehuacana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10430ANGIO,2023-02-20 04:59:41.767+00,2023-02-20 04:59:41.767+00,Opuntia tehuantepecana,Aceptado/Válido,10430ANGIO,Opuntia tehuantepecana,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
104_pendiente,2023-02-20 04:59:41.847+00,2023-02-20 04:59:41.847+00,Rumex pulcher woodsii,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
105_pendiente,2023-02-20 04:59:41.935+00,2023-02-20 04:59:41.935+00,Gossypium herbaceum,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10625HEMIP,2023-02-20 04:59:42.01+00,2023-02-20 04:59:42.01+00,Thasus,Aceptado/Válido,10625HEMIP,Thasus,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10647ANGIO,2023-02-20 04:59:42.087+00,2023-02-20 04:59:42.087+00,Opuntia cochinera,Aceptado/Válido,10647ANGIO,Opuntia cochinera,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10651ANGIO,2023-02-20 04:59:42.165+00,2023-02-20 04:59:42.165+00,Opuntia zamudioi,Aceptado/Válido,10651ANGIO,Opuntia zamudioi,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10685HEMIP,2023-02-20 04:59:42.25+00,2023-02-20 04:59:42.25+00,Edessa,Aceptado/Válido,10685HEMIP,Edessa,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
106_pendiente,2023-02-20 04:59:42.324+00,2023-02-20 04:59:42.324+00,Amaranthus hybridus quitensis,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10705HEMIP,2023-02-20 04:59:42.404+00,2023-02-20 04:59:42.404+00,Euschistus,Aceptado/Válido,10705HEMIP,Euschistus,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10773PECES,2023-02-20 04:59:42.485+00,2023-02-20 04:59:42.485+00,Kajikia audax,Aceptado/Válido,10773PECES,Kajikia audax,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
1077ECHIN,2023-02-20 04:59:42.567+00,2023-02-20 04:59:42.567+00,Holothuria (Selenkothuria) theeli,Aceptado/Válido,1077ECHIN,Holothuria (Selenkothuria) theeli,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
10799HEMIP,2023-02-20 04:59:42.65+00,2023-02-20 04:59:42.65+00,Neortholomus,Aceptado/Válido,10799HEMIP,Neortholomus,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
107_pendiente,2023-02-20 04:59:42.728+00,2023-02-20 04:59:42.728+00,Amaranthus tricolor,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
108_pendiente,2023-02-20 04:59:42.806+00,2023-02-20 04:59:42.806+00,Amaranthus texensis,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
109_pendiente,2023-02-20 04:59:42.901+00,2023-02-20 04:59:42.901+00,Chenopodium stellatum,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
10_pendiente,2023-02-20 04:59:42.975+00,2023-02-20 04:59:42.975+00,Crotalaria agatiflora,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
1109ECHIN,2023-02-20 04:59:43.054+00,2023-02-20 04:59:43.054+00,Ophiophragmus riisei,Aceptado/Válido,1109ECHIN,Ophiophragmus riisei,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
110_pendiente,2023-02-20 04:59:43.126+00,2023-02-20 04:59:43.126+00,Chenopodium capitatum,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
1110ECHIN,2023-02-20 04:59:43.213+00,2023-02-20 04:59:43.213+00,Ophioplocus,Aceptado/Válido,1110ECHIN,Ophioplocus,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
1117ECHIN,2023-02-20 04:59:43.29+00,2023-02-20 04:59:43.29+00,Ophiopteris papillosa,Aceptado/Válido,1117ECHIN,Ophiopteris papillosa,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
1118ECHIN,2023-02-20 04:59:43.385+00,2023-02-20 04:59:43.385+00,Ophiosphalma armigerum,Aceptado/Válido,1118ECHIN,Ophiosphalma armigerum,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
111_pendiente,2023-02-20 04:59:43.469+00,2023-02-20 04:59:43.469+00,Chenopodium desiccatum leptophylloides,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
112_pendiente,2023-02-20 04:59:43.541+00,2023-02-20 04:59:43.541+00,Chenopodium quinoa,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
113_pendiente,2023-02-20 04:59:43.617+00,2023-02-20 04:59:43.617+00,Chenopodium vulvaria,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
11444ARACH,2023-02-20 04:59:43.696+00,2023-02-20 04:59:43.696+00,Phyllocarabodes,Aceptado/Válido,11444ARACH,Phyllocarabodes,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
114_pendiente,2023-02-20 04:59:43.77+00,2023-02-20 04:59:43.77+00,Portulaca pilosa villosa,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
115_pendiente,2023-02-20 04:59:43.847+00,2023-02-20 04:59:43.847+00,Parmentiera trunciflora,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
116_pendiente,2023-02-20 04:59:43.933+00,2023-02-20 04:59:43.933+00,Ipomoea wallii,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
1173REPTI,2023-02-20 04:59:44.015+00,2023-02-20 04:59:44.015+00,Kinosternon integrum,Aceptado/Válido,1173REPTI,Kinosternon integrum,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
117_pendiente,2023-02-20 04:59:44.091+00,2023-02-20 04:59:44.091+00,Ipomoea littoralis,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
118_pendiente,2023-02-20 04:59:44.169+00,2023-02-20 04:59:44.169+00,Ipomoea pandurata,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
11983MOLUS,2023-02-20 04:59:44.245+00,2023-02-20 04:59:44.245+00,Tonna pennata,Aceptado/Válido,11983MOLUS,Tonna pennata,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
11984MOLUS,2023-02-20 04:59:44.326+00,2023-02-20 04:59:44.326+00,Tonna galea,Aceptado/Válido,11984MOLUS,Tonna galea,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
119_pendiente,2023-02-20 04:59:44.404+00,2023-02-20 04:59:44.404+00,Ipomoea leucantha,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
11_pendiente,2023-02-20 04:59:44.479+00,2023-02-20 04:59:44.479+00,Canavalia bicarinata,,,,"Goettsch, Bárbara, Tania Urquiza-Haas, Patricia Koleff,, et al. 2021. “Extinction Risk of Mesoamerican Crop Wild Relatives.” PLANTS, PEOPLE, PLANET, September, ppp3.10225. https://doi.org/10.1002/ppp3.10225.",Agrobiodiversidad,t,,,,listado-admin
1203LEPID,2023-02-20 04:59:44.562+00,2023-02-20 04:59:44.562+00,Estigmene acrea,Aceptado/Válido,1203LEPID,Estigmene acrea,El taxón pertenece a la categoría de Consumo humano en el Catálogo de acuerdo a consulta en Enciclovida.,Agrobiodiversidad,f,,,,listado-admin
