"registro_id","valor","nombre","comentarios","nombre_corto","metodo_id"
"cc13e21c6ed5b9e08d157a11ee911348","blanco","Color de grano","NULL","color_grano","1_FY001"
"430721b442a476645a58157dacf81538","blanco","Color de grano","NULL","color_grano","1_FY001"
"9db1d3fcb4901cde134c7d908b7b8a84","blanco","Color de grano","NULL","color_grano","1_FY001"
"8efae0980504fe33092f119f1e2f1f85","blanco","Color de grano","NULL","color_grano","1_FY001"
"3becaab4ce7bc33b81d2b6227d544940","blanco","Color de grano","NULL","color_grano","1_FY001"
"b8d56566a62b3773f9b8aa83ea406371","blanco","Color de grano","NULL","color_grano","1_FY001"
"39d8ac57860a6a2abee898ac9cbdd9db","blanco","Color de grano","NULL","color_grano","1_FY001"
"b9f070b6e5962597f747654b4d475e38","blanco","Color de grano","NULL","color_grano","1_FY001"
"b81b468e30be0f87a7cfd3c90d63ce9c","blanco","Color de grano","NULL","color_grano","1_FY001"
"6d8a23b5d3adc83fc6fd4e3783b76f03","blanco","Color de grano","NULL","color_grano","1_FY001"
"c155a2eb236f9e25172c23cc230feac4","blanco","Color de grano","NULL","color_grano","1_FY001"
"98e3ed7eb448a91ddbc5fe18322a8f6c","blanco","Color de grano","NULL","color_grano","1_FY001"
"1906640f7e12607fe044ce64b4d5b3ba","blanco","Color de grano","NULL","color_grano","1_FY001"
"1a889b472db38569b5965109ff5455fb","blanco","Color de grano","NULL","color_grano","1_FY001"
"a2f9c362828e01bbf3ca6a92a75c5020","blanco","Color de grano","NULL","color_grano","1_FY001"
"f9341e22f2a9693704fcb14b978508e5","blanco","Color de grano","NULL","color_grano","1_FY001"
"d656202012435be30792fe47fca86552","blanco","Color de grano","NULL","color_grano","1_FY001"
"b9759b5d054f2038b72ef804643ed33a","blanco","Color de grano","NULL","color_grano","1_FY001"
"a97b27d6a8e92581c2364fa1d5f8e6ac","blanco","Color de grano","NULL","color_grano","1_FY001"
"d348cccc13ff803375b6ea4dfdbb0a88","blanco","Color de grano","NULL","color_grano","1_FY001"
"261b559dc5bd319c20c65180c461ceed","blanco","Color de grano","NULL","color_grano","1_FY001"
"d3f750e914d912661fbea50938382396","blanco","Color de grano","NULL","color_grano","1_FY001"
"cfacc58725c6022b887662e0eeb5c91f","blanco","Color de grano","NULL","color_grano","1_FY001"
"d4c58351230052c822ac4fde9bc085f8","blanco","Color de grano","NULL","color_grano","1_FY001"
"a7e28025f028d21556d38b246324d0bd","blanco","Color de grano","NULL","color_grano","1_FY001"
"1c4e5cde2cce902e12919fb72bc148f4","blanco","Color de grano","NULL","color_grano","1_FY001"
"ce06af4922cd9065dfcbe3dc2236f05e","blanco","Color de grano","NULL","color_grano","1_FY001"
"4c01ab1b360006efed5de19911243b1d","blanco","Color de grano","NULL","color_grano","1_FY001"
"2fd4bfb185b21cc4ac50e57d6cfb34ce","blanco","Color de grano","NULL","color_grano","1_FY001"
"48758891156ced40713a41474c521be7","blanco","Color de grano","NULL","color_grano","1_FY001"
"c95f2b842067a47329966c0466814ec8","blanco","Color de grano","NULL","color_grano","1_FY001"
"44965817cafdc74773aef21867d7dbac","blanco","Color de grano","NULL","color_grano","1_FY001"
"31cc4a2f177185eb50feda6aedf1c337","blanco","Color de grano","NULL","color_grano","1_FY001"
"c7bb7901b83e2bf04da56e013ba028ad","blanco","Color de grano","NULL","color_grano","1_FY001"
"ffc1b226dd34182b1c27ea32fb6e9a76","blanco","Color de grano","NULL","color_grano","1_FY001"
"28d112e0678869209588f1844fced57c","blanco","Color de grano","NULL","color_grano","1_FY001"
"4fe2a6d78498f8732eb61536ed16c456","blanco","Color de grano","NULL","color_grano","1_FY001"
"b4234f7fbe9358d977873257434ecbf4","blanco","Color de grano","NULL","color_grano","1_FY001"
"d5d5d7894af90f1ae77a83ad9f0af0d9","blanco","Color de grano","NULL","color_grano","1_FY001"
"bfe6b6987a2ef0c538389b294cf97c1e","blanco","Color de grano","NULL","color_grano","1_FY001"
"c4aac2c764b8555a043b935807066e61","blanco","Color de grano","NULL","color_grano","1_FY001"
"73bf0666af6336fcca6929e1c84000e7","blanco","Color de grano","NULL","color_grano","1_FY001"
"5db50b6fd78d0b3f5f763ffe37dccde9","blanco","Color de grano","NULL","color_grano","1_FY001"
"e83c7d0eabf77a2cf76ed4d73e959205","blanco","Color de grano","NULL","color_grano","1_FY001"
"d76434382b43672d27e7af2bc2998b7c","blanco","Color de grano","NULL","color_grano","1_FY001"
"d177f7441d7c2e2065c0bfd481036fb5","blanco","Color de grano","NULL","color_grano","1_FY001"
"65b3ab895239d2cc764428c9273da629","blanco","Color de grano","NULL","color_grano","1_FY001"
