registro_id,valor,unidad,nombre,comentarios,nombre_corto,metodo_id
4eb697b53867ac983d809677e4cb822d,80,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
cd341346181d9fdc286457c97c5bc9f9,78,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
84ce7d9faaa9d2a76acabc3cef50d868,80,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
7856e984cf84d3c71ee7d6072dd4cd52,46,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
7809204327689bbaf793364d3689437a,54,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
e3b160883b5b88cad24d8da05951a066,37,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
f8d17672e35938f09c682805d9674685,38,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
ed034b83bc8aba482dce1f17f3fb7965,42,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
480482eb69edf0952ab3cc7fc2051030,38,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
40cab0f7a532f2ee57fa52ebe0659aa2,26,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
f3eb761782a78c0b0494aca3624cde78,33,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
dd84d990ff708465051dd8ba2eb73bdb,32,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
a0a01c876cb305f84c1a5661cadd234b,24,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
9a51c092bf7ff6c6bd9d8e214dd5bd6b,47,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
0426dd6dc0b5fd722df75e71be784f08,52,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
33cab1fd32af26dd0735cca83ae3edc5,41,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
b04ae75d6ba7b6b833526ef4450f0b42,57,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
5fc04aa76fa8732714592a8e3e6a12b0,37,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
9c45917d5720c3e42e4fd19429902071,52,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
d9c93696a48b8c8cceb60021b78727af,41,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
6d99524d4c01cfa6daf224694873f4f1,43,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
332784a49d70bf72304875c46d3fe799,42,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
e4507dc50809ce5dc64857e0beadfa73,55,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
30df29e66bc346f729f48d85903985a5,59,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
b0aa4e34df33abdca2c6b4d29404ab23,40,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
2cf726de41a96b3e6eff7a99e5d0d8c5,62,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
05f740d5eca4618401bc627b90ad82fd,51,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
60338d0ce68b9473645a7c29b1ca7e8e,37,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
651b2d998fd038303fd1b238ab0753e1,40,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
b72759bc1ade91a90aacdda6ed51b19c,56,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
3edb5a7cc44f69ba7d400049c3bc06ca,46,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
a1ff8d6e06921e2d56ab235bac28af91,53,cm3,Volumen de 100 granos,El registro no tiene método asociado porque fue captura de una donación de bases de datos.,volumen_granos,NULL
